Date,Value
2001,14.0
2002,13.8
2003,13.8
2004,13.8
2005,13.6
2006,13.5
2007,13.0
2008,13.0
2009,12.2
2010,12.2
2011,12.5
2012,12.6
2013,12.6
2014,12.7
2015,12.9
2016,12.7
2017,12.5
2018,12.6
2019,12.6
2020,12.6
2021,12.9
2022,13.0
